Name,Rarity,Slot,Outfit,Level,Elegant,Fresh,Sweet,Sexy,Cool,Blings,Threads,Bubbles,Labels,Source
Shallow Reflections,4,Socks,,3,37,133,37,35,274,0,0,0,,
Shallow Reflections,4,Socks,,4,44,161,44,42,332,0,0,0,,
Shallow Reflections,4,Socks,,5,53,193,53,50,396,0,0,0,,
Soft Bibcoon Socks,4,Socks,,0,66,18,139,24,23,0,0,0,,
Soft Bibcoon Socks,4,Socks,,1,83,23,174,30,29,0,0,0,,
Soft Bibcoon Socks,4,Socks,,2,103,28,216,38,36,0,0,0,,
Soft Bibcoon Socks,4,Socks,,3,126,35,265,46,44,0,0,0,,
Soft Bibcoon Socks,4,Socks,,4,152,42,320,56,53,0,0,0,,
Soft Bibcoon Socks,4,Socks,,5,182,50,383,66,64,0,0,0,,
Volt Check,4,Socks,,0,16,56,18,19,111,0,0,0,,
Volt Check,4,Socks,,1,20,70,23,24,139,0,0,0,,
Volt Check,4,Socks,,2,25,87,28,30,173,0,0,0,,
Volt Check,4,Socks,,3,31,107,35,37,211,0,0,0,,
Volt Check,4,Socks,,4,37,129,42,44,256,0,0,0,,
Volt Check,4,Socks,,5,44,154,50,53,306,0,0,0,,
Dreamy Hope,3,Socks,,0,18,47,100,18,16,0,0,0,,
Dreamy Hope,3,Socks,,1,23,59,125,23,20,0,0,0,,
Dreamy Hope,3,Socks,,2,28,73,155,28,25,0,0,0,,
Dreamy Hope,3,Socks,,3,35,90,190,35,31,0,0,0,,
Dreamy Hope,3,Socks,,4,42,109,230,42,37,0,0,0,,
Dreamy Hope,3,Socks,,5,50,130,275,50,44,0,0,0,,
Little Luck,4,Socks,,0,19,0,116,11,57,0,0,0,,
Little Luck,4,Socks,,1,24,22,145,14,72,0,0,0,,
Little Luck,4,Socks,,2,30,27,180,18,89,0,0,0,,
Little Luck,4,Socks,,3,37,33,221,21,109,0,0,0,,
Little Luck,4,Socks,,4,44,40,267,26,132,0,0,0,,
Little Luck,4,Socks,,5,53,47,319,31,157,0,0,0,,
Pawprint Love,4,Socks,,0,58,13,116,12,21,0,0,0,,
Pawprint Love,4,Socks,,1,73,0,145,15,27,0,0,0,,
Pawprint Love,4,Socks,,2,90,21,180,19,33,0,0,0,,
Pawprint Love,4,Socks,,3,0,25,221,23,40,0,0,0,,
Pawprint Love,4,Socks,,4,134,30,267,28,49,0,0,0,,
Pawprint Love,4,Socks,,5,160,36,319,33,58,0,0,0,,
Transparent Trajectory,4,Socks,,0,18,56,113,14,18,0,0,0,,
Transparent Trajectory,4,Socks,,1,23,70,142,18,23,0,0,0,,
Transparent Trajectory,4,Socks,,2,28,87,176,22,28,0,0,0,,
Transparent Trajectory,4,Socks,,3,35,107,215,27,35,0,0,0,,
Transparent Trajectory,4,Socks,,4,42,129,260,33,42,0,0,0,,
Transparent Trajectory,4,Socks,,5,50,154,311,39,50,0,0,0,,
Dot-Grip Sentiments,4,Socks,,0,0,8,31,62,8,0,0,0,,
Dot-Grip Sentiments,4,Socks,,1,14,10,39,78,10,0,0,0,,
Dot-Grip Sentiments,4,Socks,,2,18,13,49,97,13,0,0,0,,
Dot-Grip Sentiments,4,Socks,,3,21,16,59,118,16,0,0,0,,
Dot-Grip Sentiments,4,Socks,,4,26,19,72,143,19,0,0,0,,
Dot-Grip Sentiments,4,Socks,,5,31,22,86,171,22,0,0,0,,
