Name,Rarity,Slot,Outfit,Level,Elegant,Fresh,Sweet,Sexy,Cool,Blings,Threads,Bubbles,Labels,Source
Stockpile Audit,3,Earrings,,1,20,18,15,22,113,0,0,0,,
Stockpile Audit,3,Earrings,,2,25,22,19,27,140,0,0,0,,
Stockpile Audit,3,Earrings,,3,31,27,23,33,171,0,0,0,,
Stockpile Audit,3,Earrings,,4,37,33,28,40,207,0,0,0,,
Stockpile Audit,3,Earrings,,5,44,39,33,47,248,0,0,0,,
Swaying Ode,5,Earrings,,0,133,16,18,67,21,0,0,0,,
Swaying Ode,5,Earrings,,1,167,20,23,84,27,0,0,0,,
Swaying Ode,5,Earrings,,2,207,25,28,104,33,0,0,0,,
Swaying Ode,5,Earrings,,3,253,31,35,128,40,0,0,0,,
Swaying Ode,5,Earrings,,4,306,37,42,155,49,0,0,0,,
Swaying Ode,5,Earrings,,5,366,44,50,185,58,0,0,0,,
Astral Petals,5,Earrings,,0,63,132,22,20,7,0,0,0,,
Astral Petals,5,Earrings,,1,79,165,28,25,22,0,0,0,,
Astral Petals,5,Earrings,,2,98,205,35,31,27,0,0,0,,
Astral Petals,5,Earrings,,3,120,251,42,38,33,0,0,0,,
Astral Petals,5,Earrings,,4,145,304,51,46,40,0,0,0,,
Astral Petals,5,Earrings,,5,174,363,61,55,47,0,0,0,,
Windhowl Tears,5,Earrings,,0,72,14,19,135,15,0,0,0,,
Windhowl Tears,5,Earrings,,1,90,18,24,169,19,0,0,0,,
Windhowl Tears,5,Earrings,,2,0,22,30,210,24,0,0,0,,
Windhowl Tears,5,Earrings,,3,137,27,37,257,29,0,0,0,,
Windhowl Tears,5,Earrings,,4,166,33,44,311,35,0,0,0,,
Windhowl Tears,5,Earrings,,5,198,39,53,372,42,0,0,0,,
Serene Bloom,2,Earrings,,0,6,48,5,8,23,0,0,0,,
Serene Bloom,2,Earrings,,1,8,60,7,10,29,0,0,0,,
Serene Bloom,2,Earrings,,2,10,75,8,13,36,0,0,0,,
Serene Bloom,2,Earrings,,3,0,92,10,16,44,0,0,0,,
Serene Bloom,2,Earrings,,4,14,0,0,19,53,0,0,0,,
Serene Bloom,2,Earrings,,5,0,132,14,22,64,0,0,0,,
Wings of Longing,2,Earrings,,0,7,4,49,24,5,0,0,0,,
Wings of Longing,2,Earrings,,1,9,5,62,30,7,0,0,0,,
Wings of Longing,2,Earrings,,2,0,7,76,38,8,0,0,0,,
Wings of Longing,2,Earrings,,3,14,8,94,46,10,0,0,0,,
Wings of Longing,2,Earrings,,4,0,10,113,56,12,0,0,0,,
Wings of Longing,2,Earrings,,5,20,0,135,66,14,0,0,0,,
Trailing Melody,4,Earrings,,0,43,0,87,12,12,0,0,0,,
Trailing Melody,4,Earrings,,1,54,15,109,15,15,0,0,0,,
Trailing Melody,4,Earrings,,2,67,19,135,19,19,0,0,0,,
Trailing Melody,4,Earrings,,3,82,23,166,23,23,0,0,0,,
Trailing Melody,4,Earrings,,4,99,28,201,28,28,0,0,0,,
Trailing Melody,4,Earrings,,5,19,33,240,33,33,0,0,0,,
Twilight's Veil,4,Earrings,,0,42,86,14,12,11,0,0,0,,
Twilight's Veil,4,Earrings,,1,53,108,18,15,14,0,0,0,,
Twilight's Veil,4,Earrings,,2,66,134,22,19,18,0,0,0,,
Twilight's Veil,4,Earrings,,3,80,164,27,23,21,0,0,0,,
Twilight's Veil,4,Earrings,,4,0,198,33,28,26,0,0,0,,
Twilight's Veil,4,Earrings,,5,116,237,39,33,31,0,0,0,,
Wishbird Return,4,Earrings,,0,0,107,55,0,10,0,0,0,,
Wishbird Return,4,Earrings,,1,15,134,69,22,13,0,0,0,,
Wishbird Return,4,Earrings,,2,19,166,86,27,16,0,0,0,,
Wishbird Return,4,Earrings,,3,23,204,105,33,19,0,0,0,,
Wishbird Return,4,Earrings,,4,28,247,127,40,23,0,0,0,,
Wishbird Return,4,Earrings,,5,33,295,152,47,28,0,0,0,,
Weaving Spring,4,Earrings,,0,53,19,101,15,15,0,0,0,,
Weaving Spring,4,Earrings,,1,67,24,127,19,19,0,0,0,,
Weaving Spring,4,Earrings,,2,83,30,157,24,24,0,0,0,,
Weaving Spring,4,Earrings,,3,101,37,192,29,29,0,0,0,,
Weaving Spring,4,Earrings,,4,122,44,233,35,35,0,0,0,,
Weaving Spring,4,Earrings,,5,146,53,278,42,42,0,0,0,,
Painted Scenery,4,Earrings,,0,19,106,54,12,11,0,0,0,,
Painted Scenery,4,Earrings,,1,24,133,68,15,14,0,0,0,,
Painted Scenery,4,Earrings,,2,30,165,84,19,18,0,0,0,,
Painted Scenery,4,Earrings,,3,37,202,103,23,21,0,0,0,,
Painted Scenery,4,Earrings,,4,44,244,125,28,26,0,0,0,,
Painted Scenery,4,Earrings,,5,53,292,149,33,31,0,0,0,,
Bibcoon Pompoms,4,Earrings,,0,50,0,105,18,13,0,0,0,,
Bibcoon Pompoms,4,Earrings,,1,63,22,132,23,0,0,0,0,,
Bibcoon Pompoms,4,Earrings,,2,78,27,163,28,21,0,0,0,,
Bibcoon Pompoms,4,Earrings,,3,95,33,200,35,25,0,0,0,,
Bibcoon Pompoms,4,Earrings,,4,0,40,242,42,30,0,0,0,,
Bibcoon Pompoms,4,Earrings,,5,138,47,289,50,36,0,0,0,,
Emergency Response,4,Earrings,,0,9,45,10,10,90,0,0,0,,
Emergency Response,4,Earrings,,1,0,57,13,13,113,0,0,0,,
Emergency Response,4,Earrings,,2,14,70,16,16,140,0,0,0,,
Emergency Response,4,Earrings,,3,18,86,19,19,171,0,0,0,,
Emergency Response,4,Earrings,,4,21,104,23,23,207,0,0,0,,
Emergency Response,4,Earrings,,5,25,124,28,28,248,0,0,0,,
Tiny Bites,4,Earrings,,0,0,10,43,0,88,0,0,0,,
Tiny Bites,4,Earrings,,1,15,13,54,14,110,0,0,0,,
Tiny Bites,4,Earrings,,2,19,16,67,18,137,0,0,0,,
Tiny Bites,4,Earrings,,3,23,19,82,21,168,0,0,0,,
Tiny Bites,4,Earrings,,4,28,23,99,26,203,0,0,0,,
Tiny Bites,4,Earrings,,5,33,28,19,31,242,0,0,0,,
Resurrected Shine,4,Earrings,,0,87,44,9,9,16,0,0,0,,
Resurrected Shine,4,Earrings,,1,109,55,0,12,20,0,0,0,,
Resurrected Shine,4,Earrings,,2,135,69,14,14,25,0,0,0,,
Resurrected Shine,4,Earrings,,3,166,84,18,18,31,0,0,0,,
Resurrected Shine,4,Earrings,,4,201,102,21,21,37,0,0,0,,
Resurrected Shine,4,Earrings,,5,240,121,25,25,44,0,0,0,,
