Name,Rarity,Slot,Outfit,Level,Elegant,Fresh,Sweet,Sexy,Cool,Blings,Threads,Bubbles,Labels,Source
Bestseller's Crown,2,Headwear,,2,14,16,13,10,90,0,0,0,,
Bestseller's Crown,2,Headwear,,3,18,19,16,12,0,0,0,0,,
Bestseller's Crown,2,Headwear,,4,21,23,19,14,134,0,0,0,,
Bestseller's Crown,2,Headwear,,5,25,28,22,0,160,0,0,0,,
Night's Conductor,4,Headwear,,0,45,0,86,10,13,0,0,0,,
Night's Conductor,4,Headwear,,1,57,14,108,13,0,0,0,0,,
Night's Conductor,4,Headwear,,2,70,18,134,16,21,0,0,0,,
Night's Conductor,4,Headwear,,3,86,21,164,19,25,0,0,0,,
Night's Conductor,4,Headwear,,4,104,26,198,23,30,0,0,0,,
Night's Conductor,4,Headwear,,5,124,31,237,28,36,0,0,0,,
Harvest's Blessing ,4,Headwear,,0,16,103,49,18,16,0,0,0,,
Harvest's Blessing ,4,Headwear,,1,20,129,62,23,20,0,0,0,,
Harvest's Blessing ,4,Headwear,,2,25,160,76,28,25,0,0,0,,
Harvest's Blessing ,4,Headwear,,3,31,196,94,35,31,0,0,0,,
Harvest's Blessing ,4,Headwear,,4,37,237,113,42,37,0,0,0,,
Harvest's Blessing ,4,Headwear,,5,44,284,135,50,44,0,0,0,,
Cradle of Wish,4,Headwear,,0,52,18,107,10,15,0,0,0,,
Cradle of Wish,4,Headwear,,1,65,23,134,13,19,0,0,0,,
Cradle of Wish,4,Headwear,,2,81,28,166,16,24,0,0,0,,
Cradle of Wish,4,Headwear,,3,99,35,204,19,29,0,0,0,,
Cradle of Wish,4,Headwear,,4,120,42,247,23,35,0,0,0,,
Cradle of Wish,4,Headwear,,5,143,50,295,28,42,0,0,0,,
Blank Beginnings,4,Headwear,,0,14,103,53,16,7,0,0,0,,
Blank Beginnings,4,Headwear,,1,18,129,67,20,22,0,0,0,,
Blank Beginnings,4,Headwear,,2,22,160,83,25,27,0,0,0,,
Blank Beginnings,4,Headwear,,3,27,196,101,31,33,0,0,0,,
Blank Beginnings,4,Headwear,,4,33,237,122,37,40,0,0,0,,
Blank Beginnings,4,Headwear,,5,39,284,146,44,47,0,0,0,,
Drifting Sharkfin,4,Headwear,,0,16,53,16,18,100,0,0,0,,
Drifting Sharkfin,4,Headwear,,1,20,67,20,23,125,0,0,0,,
Drifting Sharkfin,4,Headwear,,2,25,83,25,28,155,0,0,0,,
Drifting Sharkfin,4,Headwear,,3,31,101,31,35,190,0,0,0,,
Drifting Sharkfin,4,Headwear,,4,37,122,37,42,230,0,0,0,,
Drifting Sharkfin,4,Headwear,,5,44,146,44,50,275,0,0,0,,
Crowning Spring,4,Headwear,,0,82,43,15,13,12,0,0,0,,
Crowning Spring,4,Headwear,,1,103,54,19,0,15,0,0,0,,
Crowning Spring,4,Headwear,,2,128,67,24,21,19,0,0,0,,
Crowning Spring,4,Headwear,,3,156,82,29,25,23,0,0,0,,
Crowning Spring,4,Headwear,,4,189,99,35,30,28,0,0,0,,
Crowning Spring,4,Headwear,,5,226,19,42,36,33,0,0,0,,
Sparkling Reverie,4,Headwear,,0,13,43,83,14,12,0,0,0,,
Sparkling Reverie,4,Headwear,,1,0,54,104,18,15,0,0,0,,
Sparkling Reverie,4,Headwear,,2,21,67,129,22,19,0,0,0,,
Sparkling Reverie,4,Headwear,,3,25,82,158,27,23,0,0,0,,
Sparkling Reverie,4,Headwear,,4,30,99,191,33,28,0,0,0,,
Sparkling Reverie,4,Headwear,,5,36,19,229,39,33,0,0,0,,
Superstar Vibes,2,Headwear,,0,8,8,6,46,22,0,0,0,,
Superstar Vibes,2,Headwear,,1,10,10,8,58,28,0,0,0,,
Superstar Vibes,2,Headwear,,2,13,13,10,72,35,0,0,0,,
Superstar Vibes,2,Headwear,,3,16,16,0,88,42,0,0,0,,
Superstar Vibes,2,Headwear,,4,19,19,14,106,51,0,0,0,,
Superstar Vibes,2,Headwear,,5,22,22,0,127,61,0,0,0,,
Heavy Eyelids,3,Headwear,,0,13,39,76,14,8,0,0,0,,
Heavy Eyelids,3,Headwear,,1,0,49,95,18,10,0,0,0,,
Heavy Eyelids,3,Headwear,,2,21,61,118,22,13,0,0,0,,
Heavy Eyelids,3,Headwear,,3,25,75,145,27,16,0,0,0,,
Heavy Eyelids,3,Headwear,,4,30,90,175,33,19,0,0,0,,
Heavy Eyelids,3,Headwear,,5,36,108,209,39,22,0,0,0,,
Kitty Fluff,3,Headwear,,2,10,76,39,13,11,0,0,0,,
Kitty Fluff,3,Headwear,,3,19,145,75,25,21,0,0,0,,
Kitty Fluff,3,Headwear,,4,23,175,90,30,26,0,0,0,,
Kitty Fluff,3,Headwear,,5,28,209,108,36,31,0,0,0,,
Peace with Birds,3,Headwear,,0,0,77,13,0,38,0,0,0,,
Peace with Birds,3,Headwear,,1,14,0,0,14,48,0,0,0,,
Peace with Birds,3,Headwear,,2,18,120,21,18,59,0,0,0,,
Peace with Birds,3,Headwear,,3,21,147,25,21,73,0,0,0,,
Peace with Birds,3,Headwear,,4,26,178,30,26,88,0,0,0,,
Peace with Birds,3,Headwear,,5,31,212,36,31,105,0,0,0,,
Starlit Night,3,Headwear,,0,37,14,75,10,14,0,0,0,,
Starlit Night,3,Headwear,,1,47,18,94,13,18,0,0,0,,
Starlit Night,3,Headwear,,2,58,22,0,16,22,0,0,0,,
Starlit Night,3,Headwear,,3,71,27,143,19,27,0,0,0,,
Starlit Night,3,Headwear,,4,86,33,173,23,33,0,0,0,,
Starlit Night,3,Headwear,,5,102,39,207,28,39,0,0,0,,
Breeze-Kissed Blooms,3,Headwear,,0,41,79,0,0,8,0,0,0,,
Breeze-Kissed Blooms,3,Headwear,,1,52,99,14,14,10,0,0,0,,
Breeze-Kissed Blooms,3,Headwear,,2,64,123,18,18,13,0,0,0,,
Breeze-Kissed Blooms,3,Headwear,,3,78,151,21,21,16,0,0,0,,
Breeze-Kissed Blooms,3,Headwear,,4,95,182,26,26,19,0,0,0,,
Breeze-Kissed Blooms,3,Headwear,,5,113,218,31,31,22,0,0,0,,
Sleepless Night,4,Headwear,,0,53,15,106,19,10,0,0,0,,
Sleepless Night,4,Headwear,,1,67,19,133,24,13,0,0,0,,
Sleepless Night,4,Headwear,,2,83,24,165,30,16,0,0,0,,
Sleepless Night,4,Headwear,,3,101,29,202,37,19,0,0,0,,
Sleepless Night,4,Headwear,,4,122,35,244,44,23,0,0,0,,
Sleepless Night,4,Headwear,,5,146,42,292,53,28,0,0,0,,
Cheerful Fisher,4,Headwear,,0,13,0,44,10,87,0,0,0,,
Cheerful Fisher,4,Headwear,,1,0,15,55,13,109,0,0,0,,
Cheerful Fisher,4,Headwear,,2,21,19,69,16,135,0,0,0,,
Cheerful Fisher,4,Headwear,,3,25,23,84,19,166,0,0,0,,
Cheerful Fisher,4,Headwear,,4,30,28,102,23,201,0,0,0,,
Cheerful Fisher,4,Headwear,,5,36,33,121,28,240,0,0,0,,
Azure Ripples,4,Headwear,,0,44,10,92,8,11,0,0,0,,
Azure Ripples,4,Headwear,,1,55,13,0,10,14,0,0,0,,
Azure Ripples,4,Headwear,,2,69,16,143,13,18,0,0,0,,
Azure Ripples,4,Headwear,,3,84,19,175,16,21,0,0,0,,
Azure Ripples,4,Headwear,,4,102,23,212,19,26,0,0,0,,
Azure Ripples,4,Headwear,,5,121,28,253,22,31,0,0,0,,
