Name,Rarity,Slot,Outfit,Level,Elegant,Fresh,Sweet,Sexy,Cool,Blings,Threads,Bubbles,Labels,Source
Lucky Knot,2,Bracelet,,3,90,14,44,12,14,0,0,0,,
Lucky Knot,2,Bracelet,,4,109,0,53,14,7,0,0,0,,
Lucky Knot,2,Bracelet,,5,130,20,64,0,20,0,0,0,,
Zephyr Bracelet,3,Bracelet,,0,80,39,10,12,9,0,0,0,,
Zephyr Bracelet,3,Bracelet,,1,100,49,13,15,12,0,0,0,,
Zephyr Bracelet,3,Bracelet,,2,124,61,16,19,14,0,0,0,,
Zephyr Bracelet,3,Bracelet,,3,152,75,19,23,18,0,0,0,,
Zephyr Bracelet,3,Bracelet,,4,184,90,23,28,21,0,0,0,,
Zephyr Bracelet,3,Bracelet,,5,220,108,28,33,25,0,0,0,,
Skilled Hunter,3,Bracelet,,0,0,0,9,38,80,0,0,0,,
Skilled Hunter,3,Bracelet,,1,14,15,0,48,100,0,0,0,,
Skilled Hunter,3,Bracelet,,2,18,19,14,59,124,0,0,0,,
Skilled Hunter,3,Bracelet,,3,21,23,18,73,152,0,0,0,,
Skilled Hunter,3,Bracelet,,4,26,28,21,88,184,0,0,0,,
Skilled Hunter,3,Bracelet,,5,31,33,25,105,220,0,0,0,,
Diligent Agenda,3,Bracelet,,0,15,14,16,16,90,0,0,0,,
Diligent Agenda,3,Bracelet,,1,19,18,20,20,113,0,0,0,,
Diligent Agenda,3,Bracelet,,2,24,22,25,25,140,0,0,0,,
Diligent Agenda,3,Bracelet,,3,29,27,31,31,171,0,0,0,,
Diligent Agenda,3,Bracelet,,4,35,33,37,37,207,0,0,0,,
Diligent Agenda,3,Bracelet,,5,42,39,44,44,248,0,0,0,,
Distant Twinkle,5,Bracelet,,0,67,142,14,13,19,0,0,0,,
Distant Twinkle,5,Bracelet,,1,84,178,18,0,24,0,0,0,,
Distant Twinkle,5,Bracelet,,2,104,221,22,21,30,0,0,0,,
Distant Twinkle,5,Bracelet,,3,128,270,27,25,37,0,0,0,,
Distant Twinkle,5,Bracelet,,4,155,327,33,30,44,0,0,0,,
Distant Twinkle,5,Bracelet,,5,185,391,39,36,53,0,0,0,,
Fleeting Snowfall,3,Bracelet,,0,77,14,8,39,12,0,0,0,,
Fleeting Snowfall,3,Bracelet,,1,0,18,10,49,15,0,0,0,,
Fleeting Snowfall,3,Bracelet,,2,120,22,13,61,19,0,0,0,,
Fleeting Snowfall,3,Bracelet,,3,147,27,16,75,23,0,0,0,,
Fleeting Snowfall,3,Bracelet,,4,178,33,19,90,28,0,0,0,,
Fleeting Snowfall,3,Bracelet,,5,212,39,22,108,33,0,0,0,,
Peachy Nostalgia,3,Bracelet,,0,0,40,75,0,13,0,0,0,,
Peachy Nostalgia,3,Bracelet,,1,14,50,94,14,0,0,0,0,,
Peachy Nostalgia,3,Bracelet,,2,18,62,0,18,21,0,0,0,,
Peachy Nostalgia,3,Bracelet,,3,21,76,143,21,25,0,0,0,,
Peachy Nostalgia,3,Bracelet,,4,26,92,173,26,30,0,0,0,,
Peachy Nostalgia,3,Bracelet,,5,31,110,207,31,36,0,0,0,,
Snowflake Bracelet,2,Bracelet,,0,47,7,24,6,6,0,0,0,,
Snowflake Bracelet,2,Bracelet,,1,59,9,30,8,8,0,0,0,,
Snowflake Bracelet,2,Bracelet,,2,73,0,38,10,10,0,0,0,,
Snowflake Bracelet,2,Bracelet,,3,90,14,46,12,12,0,0,0,,
Snowflake Bracelet,2,Bracelet,,4,109,0,56,14,14,0,0,0,,
Snowflake Bracelet,2,Bracelet,,5,130,20,66,0,17,0,0,0,,
Pink Pearls,2,Bracelet,,0,5,5,48,9,24,0,0,0,,
Pink Pearls,2,Bracelet,,1,7,7,60,12,30,0,0,0,,
Pink Pearls,2,Bracelet,,2,8,8,75,14,38,0,0,0,,
Pink Pearls,2,Bracelet,,3,10,10,92,18,46,0,0,0,,
Pink Pearls,2,Bracelet,,4,0,0,0,21,56,0,0,0,,
Pink Pearls,2,Bracelet,,5,14,14,132,25,66,0,0,0,,
Forgotten Hair Tie,3,Bracelet,,0,13,39,75,0,12,0,0,0,,
Forgotten Hair Tie,3,Bracelet,,1,0,49,94,14,15,0,0,0,,
Forgotten Hair Tie,3,Bracelet,,2,21,61,0,18,19,0,0,0,,
Forgotten Hair Tie,3,Bracelet,,3,25,75,143,21,23,0,0,0,,
Forgotten Hair Tie,3,Bracelet,,4,30,90,173,26,28,0,0,0,,
Forgotten Hair Tie,3,Bracelet,,5,36,108,207,31,33,0,0,0,,
Languid Windmill,4,Bracelet,,0,14,108,52,0,18,0,0,0,,
Languid Windmill,4,Bracelet,,1,18,135,65,14,23,0,0,0,,
Languid Windmill,4,Bracelet,,2,22,168,81,18,28,0,0,0,,
Languid Windmill,4,Bracelet,,3,27,206,99,21,35,0,0,0,,
Languid Windmill,4,Bracelet,,4,33,249,120,26,42,0,0,0,,
Languid Windmill,4,Bracelet,,5,39,297,143,31,50,0,0,0,,
Unfulfilled Wish,4,Bracelet,,0,51,0,108,13,19,0,0,0,,
Unfulfilled Wish,4,Bracelet,,1,64,14,135,0,24,0,0,0,,
Unfulfilled Wish,4,Bracelet,,2,80,18,168,21,30,0,0,0,,
Unfulfilled Wish,4,Bracelet,,3,0,21,206,25,37,0,0,0,,
Unfulfilled Wish,4,Bracelet,,4,118,26,249,30,44,0,0,0,,
Unfulfilled Wish,4,Bracelet,,5,141,31,297,36,53,0,0,0,,
Gentle Touch,4,Bracelet,,0,15,43,86,10,11,0,0,0,,
Gentle Touch,4,Bracelet,,1,19,54,108,13,14,0,0,0,,
Gentle Touch,4,Bracelet,,2,24,67,134,16,18,0,0,0,,
Gentle Touch,4,Bracelet,,3,29,82,164,19,21,0,0,0,,
Gentle Touch,4,Bracelet,,4,35,99,198,23,26,0,0,0,,
Gentle Touch,4,Bracelet,,5,42,19,237,28,31,0,0,0,,
