Name,Rarity,Slot,Outfit,Level,Elegant,Fresh,Sweet,Sexy,Cool,Blings,Threads,Bubbles,Labels,Source
Thorough Investigation,3,Gloves,,3,19,76,21,16,154,0,0,0,,
Thorough Investigation,3,Gloves,,4,23,92,26,19,187,0,0,0,,
Thorough Investigation,3,Gloves,,5,28,110,31,22,223,0,0,0,,
Twin Moons,4,Gloves,,0,15,19,12,53,104,0,0,0,,
Twin Moons,4,Gloves,,1,19,24,15,67,130,0,0,0,,
Twin Moons,4,Gloves,,2,24,30,19,83,162,0,0,0,,
Twin Moons,4,Gloves,,3,29,37,23,101,198,0,0,0,,
Twin Moons,4,Gloves,,4,35,44,28,122,240,0,0,0,,
Twin Moons,4,Gloves,,5,42,53,33,146,286,0,0,0,,
Midnight Nocturne,4,Gloves,,0,46,0,90,10,9,0,0,0,,
Midnight Nocturne,4,Gloves,,1,58,14,113,13,12,0,0,0,,
Midnight Nocturne,4,Gloves,,2,72,18,140,16,14,0,0,0,,
Midnight Nocturne,4,Gloves,,3,88,21,171,19,18,0,0,0,,
Midnight Nocturne,4,Gloves,,4,106,26,207,23,21,0,0,0,,
Midnight Nocturne,4,Gloves,,5,127,31,248,28,25,0,0,0,,
Lingering Memory,4,Gloves,,0,44,87,9,16,10,0,0,0,,
Lingering Memory,4,Gloves,,1,55,109,0,20,13,0,0,0,,
Lingering Memory,4,Gloves,,2,69,135,14,25,16,0,0,0,,
Lingering Memory,4,Gloves,,3,84,166,18,31,19,0,0,0,,
Lingering Memory,4,Gloves,,4,102,201,21,37,23,0,0,0,,
Lingering Memory,4,Gloves,,5,121,240,25,44,28,0,0,0,,
Deep Sea Adventure,4,Gloves,,0,0,51,15,13,107,0,0,0,,
Deep Sea Adventure,4,Gloves,,1,22,64,19,0,134,0,0,0,,
Deep Sea Adventure,4,Gloves,,2,27,80,24,21,166,0,0,0,,
Deep Sea Adventure,4,Gloves,,3,33,0,29,25,204,0,0,0,,
Deep Sea Adventure,4,Gloves,,4,40,118,35,30,247,0,0,0,,
Deep Sea Adventure,4,Gloves,,5,47,141,42,36,295,0,0,0,,
Precise Maneuver,4,Gloves,,0,13,45,10,10,86,0,0,0,,
Precise Maneuver,4,Gloves,,1,0,57,13,13,108,0,0,0,,
Precise Maneuver,4,Gloves,,2,21,70,16,16,134,0,0,0,,
Precise Maneuver,4,Gloves,,3,25,86,19,19,164,0,0,0,,
Precise Maneuver,4,Gloves,,4,30,104,23,23,198,0,0,0,,
Precise Maneuver,4,Gloves,,5,36,124,28,28,237,0,0,0,,
Splashy Gloves,4,Gloves,,0,0,10,46,9,88,0,0,0,,
Splashy Gloves,4,Gloves,,1,15,13,58,12,110,0,0,0,,
Splashy Gloves,4,Gloves,,2,19,16,72,14,137,0,0,0,,
Splashy Gloves,4,Gloves,,3,23,19,88,18,168,0,0,0,,
Splashy Gloves,4,Gloves,,4,28,23,106,21,203,0,0,0,,
Splashy Gloves,4,Gloves,,5,33,28,127,25,242,0,0,0,,
Cool Touch,4,Gloves,,0,43,9,84,13,16,0,0,0,,
Cool Touch,4,Gloves,,1,54,0,105,0,20,0,0,0,,
Cool Touch,4,Gloves,,2,67,14,131,21,25,0,0,0,,
Cool Touch,4,Gloves,,3,82,18,160,25,31,0,0,0,,
Cool Touch,4,Gloves,,4,99,21,194,30,37,0,0,0,,
Cool Touch,4,Gloves,,5,19,25,231,36,44,0,0,0,,
Monsoon Messenger,4,Gloves,,0,81,39,15,15,14,0,0,0,,
Monsoon Messenger,4,Gloves,,1,102,49,19,19,18,0,0,0,,
Monsoon Messenger,4,Gloves,,2,126,61,24,24,22,0,0,0,,
Monsoon Messenger,4,Gloves,,3,154,75,29,29,27,0,0,0,,
Monsoon Messenger,4,Gloves,,4,187,90,35,35,33,0,0,0,,
Monsoon Messenger,4,Gloves,,5,223,108,42,42,39,0,0,0,,
