Name,Rarity,Slot,Outfit,Level,Elegant,Fresh,Sweet,Sexy,Cool,Blings,Threads,Bubbles,Labels,Source
Enchanting Night,2,Dress,,0,42,56,54,389,58,0,0,0,,
Enchanting Night,2,Dress,,1,53,70,68,487,73,0,0,0,,
Enchanting Night,2,Dress,,2,66,87,84,603,90,0,0,0,,
Enchanting Night,2,Dress,,3,80,107,103,740,0,0,0,0,,
Enchanting Night,2,Dress,,4,0,129,125,895,134,0,0,0,,
Enchanting Night,2,Dress,,5,116,154,149,1070,160,0,0,0,,
Serene Green,2,Dress,,0,162,41,31,50,316,0,0,0,,
Serene Green,2,Dress,,1,203,52,39,63,395,0,0,0,,
Serene Green,2,Dress,,2,252,64,49,78,490,0,0,0,,
Serene Green,2,Dress,,3,308,78,59,95,601,0,0,0,,
Serene Green,2,Dress,,4,373,95,72,0,727,0,0,0,,
Serene Green,2,Dress,,5,446,113,86,138,869,0,0,0,,
Melodic Heart,4,Dress,,0,306,56,576,55,106,0,0,0,,
Melodic Heart,4,Dress,,1,383,70,720,69,133,0,0,0,,
Melodic Heart,4,Dress,,2,475,87,893,86,165,0,0,0,,
Melodic Heart,4,Dress,,3,582,107,1095,105,202,0,0,0,,
Melodic Heart,4,Dress,,4,704,129,1325,127,244,0,0,0,,
Melodic Heart,4,Dress,,5,842,154,1584,152,292,0,0,0,,
Sky Fall,4,Dress,,0,284,561,80,89,87,0,0,0,,
Sky Fall,4,Dress,,1,355,702,100,0,109,0,0,0,,
Sky Fall,4,Dress,,2,441,870,124,138,135,0,0,0,,
Sky Fall,4,Dress,,3,540,1066,152,170,166,0,0,0,,
Sky Fall,4,Dress,,4,654,1291,184,205,201,0,0,0,,
Sky Fall,4,Dress,,5,781,1543,220,245,240,0,0,0,,
Song of Harvest,4,Dress,,0,113,715,341,73,108,0,0,0,,
Song of Harvest,4,Dress,,1,142,894,427,92,135,0,0,0,,
Song of Harvest,4,Dress,,2,176,1109,529,4,168,0,0,0,,
Song of Harvest,4,Dress,,3,215,1359,648,139,206,0,0,0,,
Song of Harvest,4,Dress,,4,260,1645,785,168,249,0,0,0,,
Song of Harvest,4,Dress,,5,311,1967,938,201,297,0,0,0,,
Paper Crane's Flight,4,Dress,,0,357,108,77,76,92,0,0,0,,
Paper Crane's Flight,4,Dress,,1,447,135,897,95,0,0,0,0,,
Paper Crane's Flight,4,Dress,,2,554,168,0,118,143,0,0,0,,
Paper Crane's Flight,4,Dress,,3,679,206,1363,145,175,0,0,0,,
Paper Crane's Flight,4,Dress,,4,822,249,1650,175,212,0,0,0,,
Paper Crane's Flight,4,Dress,,5,982,297,1972,209,253,0,0,0,,
Chuckle Train,4,Dress,,0,350,0,711,76,98,0,0,0,,
Chuckle Train,4,Dress,,1,438,144,889,95,123,0,0,0,,
Chuckle Train,4,Dress,,2,543,179,1103,118,152,0,0,0,,
Chuckle Train,4,Dress,,3,665,219,1351,145,187,0,0,0,,
Chuckle Train,4,Dress,,4,805,265,1636,175,226,0,0,0,,
Chuckle Train,4,Dress,,5,963,317,1956,209,270,0,0,0,,
Circuit Connection,4,Dress,,0,88,290,67,104,551,0,0,0,,
Circuit Connection,4,Dress,,1,110,363,84,130,689,0,0,0,,
Circuit Connection,4,Dress,,2,137,450,104,162,855,0,0,0,,
Circuit Connection,4,Dress,,3,168,551,128,198,1047,0,0,0,,
Circuit Connection,4,Dress,,4,203,667,155,240,1268,0,0,0,,
Circuit Connection,4,Dress,,5,242,798,185,286,1516,0,0,0,,
Pure Melody,4,Dress,,0,566,278,70,105,82,0,0,0,,
Pure Melody,4,Dress,,1,708,348,88,132,103,0,0,0,,
Pure Melody,4,Dress,,2,878,41,109,163,128,0,0,0,,
Pure Melody,4,Dress,,3,1076,529,133,200,156,0,0,0,,
Pure Melody,4,Dress,,4,1302,640,161,242,189,0,0,0,,
Pure Melody,4,Dress,,5,1557,765,193,289,226,0,0,0,,
Whispering Bubbles,4,Dress,,0,79,274,547,99,102,0,0,0,,
Whispering Bubbles,4,Dress,,1,99,343,684,124,128,0,0,0,,
Whispering Bubbles,4,Dress,,2,123,425,848,154,159,0,0,0,,
Whispering Bubbles,4,Dress,,3,151,521,1040,189,194,0,0,0,,
Whispering Bubbles,4,Dress,,4,182,631,1259,228,235,0,0,0,,
Whispering Bubbles,4,Dress,,5,218,754,1505,273,281,0,0,0,,
Perfect Start,3,Dress,,0,64,248,507,94,87,0,0,0,,
Perfect Start,3,Dress,,1,80,310,634,118,109,0,0,0,,
Perfect Start,3,Dress,,2,100,385,786,146,135,0,0,0,,
Perfect Start,3,Dress,,3,122,472,964,179,166,0,0,0,,
Perfect Start,3,Dress,,4,148,571,1167,217,201,0,0,0,,
Perfect Start,3,Dress,,5,176,682,1395,259,240,0,0,0,,
