Name,Rarity,Slot,Outfit,Level,Elegant,Fresh,Sweet,Sexy,Cool,Blings,Threads,Bubbles,Labels,Source
Plain Flowers,3,Bottom,,5,132,130,693,86,336,0,0,0,,
Brown Orange Plaid,3,Bottom,,0,46,34,262,29,128,0,0,0,,
Brown Orange Plaid,3,Bottom,,1,58,43,328,37,160,0,0,0,,
Brown Orange Plaid,3,Bottom,,2,72,53,407,45,199,0,0,0,,
Brown Orange Plaid,3,Bottom,,3,88,65,498,56,244,0,0,0,,
Brown Orange Plaid,3,Bottom,,4,106,79,603,67,295,0,0,0,,
Brown Orange Plaid,3,Bottom,,5,127,94,721,80,352,0,0,0,,
Dark Blue Fantasy,3,Bottom,,0,39,35,266,26,135,0,0,0,,
Dark Blue Fantasy,3,Bottom,,1,49,44,333,33,169,0,0,0,,
Dark Blue Fantasy,3,Bottom,,2,61,55,413,41,210,0,0,0,,
Dark Blue Fantasy,3,Bottom,,3,75,67,506,50,257,0,0,0,,
Dark Blue Fantasy,3,Bottom,,4,90,81,612,60,311,0,0,0,,
Dark Blue Fantasy,3,Bottom,,5,108,0,732,72,372,0,0,0,,
Spinning Mood,3,Bottom,,0,277,28,135,31,29,0,0,0,,
Spinning Mood,3,Bottom,,1,347,35,169,39,37,0,0,0,,
Spinning Mood,3,Bottom,,2,430,44,210,49,45,0,0,0,,
Spinning Mood,3,Bottom,,3,527,54,257,59,56,0,0,0,,
Spinning Mood,3,Bottom,,4,638,65,311,72,67,0,0,0,,
Spinning Mood,3,Bottom,,5,762,77,372,86,80,0,0,0,,
Foliage Musings,3,Bottom,,0,28,259,134,35,43,0,0,0,,
Foliage Musings,3,Bottom,,1,35,324,168,44,54,0,0,0,,
Foliage Musings,3,Bottom,,2,44,402,208,55,67,0,0,0,,
Foliage Musings,3,Bottom,,3,54,493,255,67,82,0,0,0,,
Foliage Musings,3,Bottom,,4,65,596,309,81,99,0,0,0,,
Foliage Musings,3,Bottom,,5,77,713,369,0,119,0,0,0,,
Rosy Dance Skirt,3,Bottom,,0,260,34,129,42,35,0,0,0,,
Rosy Dance Skirt,3,Bottom,,1,325,43,162,53,44,0,0,0,,
Rosy Dance Skirt,3,Bottom,,2,403,53,200,66,55,0,0,0,,
Rosy Dance Skirt,3,Bottom,,3,494,65,246,80,67,0,0,0,,
Rosy Dance Skirt,3,Bottom,,4,598,79,297,0,81,0,0,0,,
Rosy Dance Skirt,3,Bottom,,5,75,94,355,116,0,0,0,0,,
Shorts of Faith,3,Bottom,,0,32,132,42,39,255,0,0,0,,
Shorts of Faith,3,Bottom,,1,40,165,53,49,319,0,0,0,,
Shorts of Faith,3,Bottom,,2,50,205,66,61,396,0,0,0,,
Shorts of Faith,3,Bottom,,3,61,251,80,75,485,0,0,0,,
Shorts of Faith,3,Bottom,,4,74,304,0,90,587,0,0,0,,
Shorts of Faith,3,Bottom,,5,88,363,116,108,702,0,0,0,,
Gang Rules,3,Bottom,,0,130,43,36,33,258,0,0,0,,
Gang Rules,3,Bottom,,1,163,54,45,42,323,0,0,0,,
Gang Rules,3,Bottom,,2,202,67,56,52,400,0,0,0,,
Gang Rules,3,Bottom,,3,247,82,69,63,491,0,0,0,,
Gang Rules,3,Bottom,,4,299,99,83,76,594,0,0,0,,
Gang Rules,3,Bottom,,5,358,19,99,91,710,0,0,0,,
Patchwork Pants,3,Bottom,,0,262,28,126,44,40,0,0,0,,
Patchwork Pants,3,Bottom,,1,328,35,158,55,50,0,0,0,,
Patchwork Pants,3,Bottom,,2,407,44,196,69,62,0,0,0,,
Patchwork Pants,3,Bottom,,3,498,54,240,84,76,0,0,0,,
Patchwork Pants,3,Bottom,,4,603,65,290,102,92,0,0,0,,
Patchwork Pants,3,Bottom,,5,721,77,347,121,110,0,0,0,,
Fishy Fantasy,3,Bottom,,0,130,257,40,47,27,0,0,0,,
Fishy Fantasy,3,Bottom,,1,163,322,50,59,34,0,0,0,,
Fishy Fantasy,3,Bottom,,2,202,399,62,73,42,0,0,0,,
Fishy Fantasy,3,Bottom,,3,247,489,76,90,52,0,0,0,,
Fishy Fantasy,3,Bottom,,4,299,592,92,109,63,0,0,0,,
Fishy Fantasy,3,Bottom,,5,358,707,110,130,75,0,0,0,,
Wishful Pact,3,Bottom,,0,270,30,135,40,26,0,0,0,,
Wishful Pact,3,Bottom,,1,338,38,169,50,33,0,0,0,,
Wishful Pact,3,Bottom,,2,419,47,210,62,41,0,0,0,,
Wishful Pact,3,Bottom,,3,513,57,257,76,50,0,0,0,,
Wishful Pact,3,Bottom,,4,621,69,311,92,60,0,0,0,,
Wishful Pact,3,Bottom,,5,743,83,372,110,72,0,0,0,,
Noir Creed 02,3,Bottom,,0,43,46,26,127,258,0,0,0,,
Noir Creed 02,3,Bottom,,1,54,58,33,159,323,0,0,0,,
Noir Creed 02,3,Bottom,,2,67,72,41,197,400,0,0,0,,
Noir Creed 02,3,Bottom,,3,82,88,50,242,491,0,0,0,,
Noir Creed 02,3,Bottom,,4,99,106,60,293,594,0,0,0,,
Noir Creed 02,3,Bottom,,5,119,127,72,350,710,0,0,0,,
Powder Blue,3,Bottom,,0,45,262,138,28,27,0,0,0,,
Powder Blue,3,Bottom,,1,57,328,173,35,34,0,0,0,,
Powder Blue,3,Bottom,,2,70,407,214,44,42,0,0,0,,
Powder Blue,3,Bottom,,3,86,498,263,54,52,0,0,0,,
Powder Blue,3,Bottom,,4,104,603,318,65,63,0,0,0,,
Powder Blue,3,Bottom,,5,124,721,380,77,75,0,0,0,,
Elegant Hibiscus,3,Bottom,,0,36,122,255,39,47,0,0,0,,
Elegant Hibiscus,3,Bottom,,1,45,153,319,49,59,0,0,0,,
Elegant Hibiscus,3,Bottom,,2,56,190,396,61,73,0,0,0,,
Elegant Hibiscus,3,Bottom,,3,69,232,485,75,90,0,0,0,,
Elegant Hibiscus,3,Bottom,,4,83,281,587,90,109,0,0,0,,
Elegant Hibiscus,3,Bottom,,5,99,336,702,108,130,0,0,0,,
Cyan Mist,3,Bottom,,0,40,29,135,256,40,0,0,0,,
Cyan Mist,3,Bottom,,1,50,37,169,320,50,0,0,0,,
Cyan Mist,3,Bottom,,2,62,45,210,397,62,0,0,0,,
Cyan Mist,3,Bottom,,3,76,56,257,487,76,0,0,0,,
Cyan Mist,3,Bottom,,4,92,67,311,589,92,0,0,0,,
Cyan Mist,3,Bottom,,5,110,80,372,704,110,0,0,0,,
Tree Shade,3,Bottom,,0,125,256,46,40,32,0,0,0,,
Tree Shade,3,Bottom,,1,157,320,58,50,40,0,0,0,,
Tree Shade,3,Bottom,,2,194,397,72,62,50,0,0,0,,
Tree Shade,3,Bottom,,3,238,487,88,76,61,0,0,0,,
Tree Shade,3,Bottom,,4,288,589,106,92,74,0,0,0,,
Tree Shade,3,Bottom,,5,344,704,127,110,88,0,0,0,,
Single Strap Blues,3,Bottom,,0,44,46,247,40,123,0,0,0,,
Single Strap Blues,3,Bottom,,1,55,58,309,50,154,0,0,0,,
Single Strap Blues,3,Bottom,,2,69,72,383,62,191,0,0,0,,
Single Strap Blues,3,Bottom,,3,84,88,470,76,234,0,0,0,,
Single Strap Blues,3,Bottom,,4,102,106,569,92,283,0,0,0,,
Single Strap Blues,3,Bottom,,5,121,127,680,110,339,0,0,0,,
Deep Blue Companion,3,Bottom,,0,33,130,25,42,271,0,0,0,,
Deep Blue Companion,3,Bottom,,1,42,163,32,53,339,0,0,0,,
Deep Blue Companion,3,Bottom,,2,52,202,39,66,421,0,0,0,,
Deep Blue Companion,3,Bottom,,3,63,247,48,80,515,0,0,0,,
Deep Blue Companion,3,Bottom,,4,76,299,58,0,624,0,0,0,,
Deep Blue Companion,3,Bottom,,5,91,358,69,116,746,0,0,0,,
Problem-Solver,3,Bottom,,0,48,136,24,28,263,0,0,0,,
Problem-Solver,3,Bottom,,1,60,170,30,35,329,0,0,0,,
Problem-Solver,3,Bottom,,2,75,211,38,44,408,0,0,0,,
Problem-Solver,3,Bottom,,3,92,259,46,54,500,0,0,0,,
Problem-Solver,3,Bottom,,4,0,313,56,65,605,0,0,0,,
Problem-Solver,3,Bottom,,5,132,374,66,77,724,0,0,0,,
Operation Summer,3,Bottom,,0,40,247,45,41,127,0,0,0,,
Operation Summer,3,Bottom,,1,50,309,57,52,159,0,0,0,,
Operation Summer,3,Bottom,,2,62,383,70,64,197,0,0,0,,
Operation Summer,3,Bottom,,3,76,470,86,78,242,0,0,0,,
Operation Summer,3,Bottom,,4,92,569,104,95,293,0,0,0,,
Operation Summer,3,Bottom,,5,110,680,124,113,350,0,0,0,,
Swift Leap,3,Bottom,,0,50,31,129,30,260,0,0,0,,
Swift Leap,3,Bottom,,1,63,39,162,38,325,0,0,0,,
Swift Leap,3,Bottom,,2,78,49,200,47,403,0,0,0,,
Swift Leap,3,Bottom,,3,95,59,246,57,494,0,0,0,,
Swift Leap,3,Bottom,,4,0,72,297,69,598,0,0,0,,
Swift Leap,3,Bottom,,5,138,86,355,83,715,0,0,0,,
With Efficiency,3,Bottom,,0,48,50,41,34,328,0,0,0,,
With Efficiency,3,Bottom,,1,60,63,52,43,410,0,0,0,,
With Efficiency,3,Bottom,,2,75,78,64,53,509,0,0,0,,
With Efficiency,3,Bottom,,3,92,95,78,65,624,0,0,0,,
With Efficiency,3,Bottom,,4,0,0,95,79,755,0,0,0,,
With Efficiency,3,Bottom,,5,132,138,113,94,902,0,0,0,,
Late Slumber,3,Bottom,,0,39,130,246,45,39,0,0,0,,
Late Slumber,3,Bottom,,1,49,163,308,57,49,0,0,0,,
Late Slumber,3,Bottom,,2,61,202,382,70,61,0,0,0,,
Late Slumber,3,Bottom,,3,75,247,468,86,75,0,0,0,,
Late Slumber,3,Bottom,,4,90,299,566,104,90,0,0,0,,
Late Slumber,3,Bottom,,5,108,358,677,124,108,0,0,0,,
Shutters,2,Bottom,,0,76,14,22,29,159,0,0,0,,
Shutters,2,Bottom,,1,95,18,28,37,199,0,0,0,,
Shutters,2,Bottom,,2,118,22,35,45,247,0,0,0,,
Shutters,2,Bottom,,3,145,27,42,56,303,0,0,0,,
Shutters,2,Bottom,,4,175,33,51,67,366,0,0,0,,
Shutters,2,Bottom,,5,209,39,61,80,438,0,0,0,,
Green Slim-Fit Pants,2,Bottom,,0,28,24,24,74,149,0,0,0,,
Green Slim-Fit Pants,2,Bottom,,1,35,30,30,93,187,0,0,0,,
Green Slim-Fit Pants,2,Bottom,,2,44,38,38,0,231,0,0,0,,
Green Slim-Fit Pants,2,Bottom,,3,54,46,46,141,284,0,0,0,,
Green Slim-Fit Pants,2,Bottom,,4,65,56,56,171,343,0,0,0,,
Green Slim-Fit Pants,2,Bottom,,5,77,66,66,204,410,0,0,0,,
Hoppy Berries,2,Bottom,,0,19,75,155,23,28,0,0,0,,
Hoppy Berries,2,Bottom,,1,24,94,194,29,35,0,0,0,,
Hoppy Berries,2,Bottom,,2,30,0,241,36,44,0,0,0,,
Hoppy Berries,2,Bottom,,3,37,143,295,44,54,0,0,0,,
Hoppy Berries,2,Bottom,,4,44,173,357,53,65,0,0,0,,
Hoppy Berries,2,Bottom,,5,53,207,427,64,77,0,0,0,,
Sleek Pants,2,Bottom,,0,155,0,18,81,29,0,0,0,,
Sleek Pants,2,Bottom,,1,194,22,23,102,37,0,0,0,,
Sleek Pants,2,Bottom,,2,241,27,28,126,45,0,0,0,,
Sleek Pants,2,Bottom,,3,295,33,35,154,56,0,0,0,,
Sleek Pants,2,Bottom,,4,357,40,42,187,67,0,0,0,,
Sleek Pants,2,Bottom,,5,427,47,50,223,80,0,0,0,,
Midsummer Print,2,Bottom,,0,81,156,16,25,22,0,0,0,,
Midsummer Print,2,Bottom,,1,102,195,20,32,28,0,0,0,,
Midsummer Print,2,Bottom,,2,126,242,25,39,35,0,0,0,,
Midsummer Print,2,Bottom,,3,154,297,31,48,42,0,0,0,,
Midsummer Print,2,Bottom,,4,187,359,37,58,51,0,0,0,,
Midsummer Print,2,Bottom,,5,223,429,44,69,61,0,0,0,,
Lively Youth,2,Bottom,,0,23,150,28,23,77,0,0,0,,
Lively Youth,2,Bottom,,1,29,188,35,29,0,0,0,0,,
Lively Youth,2,Bottom,,2,36,233,44,36,120,0,0,0,,
Lively Youth,2,Bottom,,3,44,285,54,44,147,0,0,0,,
Lively Youth,2,Bottom,,4,53,345,65,53,178,0,0,0,,
Lively Youth,2,Bottom,,5,64,413,77,64,212,0,0,0,,
